100 4950
27 37 21
27 38 40
27 39 59
27 40 64
27 41 63
27 42 30
27 43 78
27 44 9
27 45 20
27 46 29
27 47 49
27 48 29
27 49 9
27 50 61
27 51 6
27 52 87
27 53 70
27 54 80
27 55 39
27 56 16
27 57 74
27 58 77
27 59 12
27 60 15
27 61 51
27 62 51
27 63 3
27 64 19
27 65 87
27 66 4
27 67 32
27 68 67
27 69 26
27 70 42
27 71 66
27 72 24
27 73 28
27 74 2
27 75 74
27 76 7
27 77 93
27 78 13
27 79 3
27 80 32
27 81 62
27 82 1
27 83 78
27 84 17
27 85 3
27 86 69
27 87 18
27 88 16
27 89 12
27 90 41
27 91 36
27 92 10
27 93 41
27 94 86
27 95 49
27 96 79
27 97 56
27 98 88
27 99 45
28 29 72
28 30 41
28 31 31
28 32 52
28 33 23
28 34 58
28 35 54
28 36 72
28 37 11
28 38 18
28 39 67
28 40 25
28 41 10
28 42 57
28 43 68
28 44 28
28 45 2
28 46 44
28 47 13
28 48 14
28 49 100
28 50 8
28 51 48
28 52 37
28 53 70
28 54 96
28 55 57
28 56 6
28 57 2
28 58 86
28 59 2
28 60 59
28 61 86
28 62 33
28 63 99
28 64 27
28 65 57
28 66 70
28 67 7
28 68 3
28 69 21
28 70 57
28 71 56
28 72 46
28 73 100
28 74 58
28 75 71
28 76 60
28 77 98
28 78 41
28 79 52
28 80 90
28 81 41
28 82 60
28 83 39
28 84 56
28 85 74
28 86 15
28 87 16
28 88 90
28 89 24
28 90 61
28 91 61
28 92 74
28 93 71
28 94 7
28 95 6
28 96 10
28 97 35
28 98 96
28 99 72
29 30 92
29 31 5
29 32 74
29 33 26
29 34 83
29 35 30
29 36 81
29 37 81
29 38 5
29 39 57
29 40 33
29 41 49
29 42 46
29 43 95
29 44 58
29 45 23
29 46 25
29 47 34
29 48 40
29 49 35
29 50 61
29 51 20
29 52 31
29 53 91
29 54 17
29 55 98
29 56 19
29 57 83
29 58 30
29 59 67
29 60 81
29 61 3
29 62 25
29 63 20
29 64 83
29 65 24
29 66 79
29 67 22
29 68 72
29 69 46
29 70 70
29 71 55
29 72 26
29 73 93
29 74 86
29 75 93
29 76 61
29 77 85
29 78 39
29 79 17
29 80 91
29 81 48
29 82 47
29 83 40
29 84 29
29 85 78
29 86 23
29 87 62
29 88 34
29 89 62
29 90 9
29 91 79
29 92 91
29 93 9
29 94 88
29 95 16
29 96 15
29 97 35
29 98 77
29 99 53
30 31 44
30 32 39
30 33 21
30 34 20
30 35 86
30 36 51
30 37 17
30 38 13
30 39 5
30 40 97
30 41 54
30 42 85
30 43 31
30 44 49
30 45 67
30 46 29
30 47 96
30 48 13
30 49 33
30 50 5
30 51 71
30 52 60
30 53 97
30 54 90
30 55 31
30 56 18
30 57 75
30 58 78
30 59 30
30 60 93
30 61 22
30 62 4
30 63 10
30 64 39
30 65 6
30 66 40
30 67 2
30 68 93
30 69 44
30 70 26
30 71 96
30 72 42
30 73 71
30 74 86
30 75 66
30 76 28
30 77 96
30 78 34
30 79 89
30 80 52
30 81 73
30 82 35
30 83 80
30 84 91
30 85 53
30 86 36
30 87 34
30 88 54
30 89 47
30 90 63
30 91 38
30 92 96
30 93 90
30 94 45
30 95 45
30 96 20
30 97 1
30 98 49
30 99 69
31 32 90
31 33 96
31 34 76
31 35 47
31 36 47
31 37 74
31 38 20
31 39 10
31 40 45
31 41 17
31 42 16
31 43 30
31 44 85
31 45 50
31 46 40
31 47 46
31 48 24
31 49 66
31 50 53
31 51 39
31 52 65
31 53 21
31 54 19
31 55 78
31 56 95
31 57 36
31 58 67
31 59 13
31 60 52
31 61 54
31 62 8
31 63 84
31 64 11
31 65 67
31 66 7
31 67 85
31 68 92
31 69 68
31 70 70
31 71 82
31 72 37
31 73 93
31 74 3
31 75 85
31 76 1
31 77 72
31 78 14
31 79 37
31 80 79
31 81 74
31 82 47
31 83 82
31 84 39
31 85 74
31 86 79
31 87 59
31 88 89
31 89 32
31 90 39
31 91 15
31 92 45
31 93 58
31 94 18
31 95 35
31 96 31
31 97 36
31 98 84
31 99 44
32 33 89
32 34 39
32 35 65
32 36 54
32 37 24
32 38 82
32 39 40
32 40 87
32 41 89
32 42 24
32 43 2
32 44 64
32 45 16
32 46 64
32 47 62
32 48 37
32 49 80
32 50 51
32 51 90
32 52 86
32 53 34
32 54 23
32 55 64
32 56 54
32 57 37
32 58 40
32 59 14
32 60 94
32 61 27
32 62 59
32 63 3
32 64 90
32 65 10
32 66 69
32 67 62
32 68 69
32 69 8
32 70 1
32 71 48
32 72 37
32 73 72
32 74 51
32 75 9
32 76 66
32 77 24
32 78 88
32 79 76
32 80 13
32 81 55
32 82 91
32 83 41
32 84 88
32 85 81
32 86 65
32 87 70
32 88 98
32 89 94
32 90 73
32 91 22
32 92 54
32 93 29
32 94 30
32 95 94
32 96 72
32 97 33
32 98 62
32 99 90
33 34 76
33 35 27
33 36 16
33 37 41
33 38 99
33 39 35
33 40 81
33 41 25
33 42 73
33 43 80
33 44 96
33 45 14
33 46 24
33 47 98
33 48 100
33 49 94
33 50 91
33 51 86
33 52 83
33 53 39
33 54 91
33 55 62
33 56 87
33 57 62
33 58 53
33 59 84
33 60 52
33 61 74
33 62 64
33 63 16
33 64 34
33 65 31
33 66 20
33 67 4
33 68 93
33 69 23
33 70 79
33 71 2
33 72 34
33 73 45
33 74 2
33 75 71
33 76 6
33 77 60
33 78 72
33 79 79
33 80 10
33 81 78
33 82 92
33 83 48
33 84 80
33 85 36
33 86 67
33 87 21
33 88 61
33 89 50
33 90 13
33 91 61
33 92 40
33 93 15
33 94 79
33 95 64
33 96 7
33 97 14
33 98 90
33 99 34
34 35 83
34 36 79
34 37 36
34 38 47
34 39 1
34 40 15
34 41 12
34 42 87
34 43 92
34 44 95
34 45 26
34 46 1
34 47 5
34 48 85
34 49 37
34 50 13
34 51 20
34 52 75
34 53 1
34 54 70
34 55 16
34 56 81
34 57 30
34 58 65
34 59 45
34 60 51
34 61 38
34 62 56
34 63 1
34 64 2
34 65 6
34 66 42
34 67 92
34 68 74
34 69 60
34 70 81
34 71 62
34 72 87
34 73 100
34 74 71
34 75 75
34 76 49
34 77 76
34 78 63
34 79 80
34 80 53
34 81 58
34 82 96
34 83 41
34 84 33
34 85 5
34 86 13
34 87 47
34 88 1
34 89 35
34 90 52
34 91 41
34 92 42
34 93 92
34 94 40
34 95 36
34 96 95
34 97 7
34 98 52
34 99 51
35 36 81
35 37 59
35 38 32
35 39 77
35 40 81
35 41 18
35 42 81
35 43 49
35 44 39
35 45 42
35 46 55
35 47 74
35 48 24
35 49 46
35 50 55
35 51 73
35 52 51
35 53 93
35 54 42
35 55 20
35 56 31
35 57 80
35 58 4
35 59 36
35 60 29
35 61 75
35 62 12
35 63 68
35 64 16
35 65 87
35 66 6
35 67 27
35 68 47
35 69 75
35 70 26
35 71 64
35 72 55
35 73 19
35 74 28
35 75 34
35 76 2
35 77 40
35 78 2
35 79 99
35 80 28
35 81 97
35 82 25
35 83 93
35 84 24
35 85 20
35 86 14
35 87 21
35 88 54
35 89 60
35 90 35
35 91 27
35 92 18
35 93 32
35 94 12
35 95 100
35 96 88
35 97 88
35 98 94
35 99 32
36 37 13
36 38 82
36 39 65
36 40 51
36 41 23
36 42 29
36 43 18
36 44 55
36 45 86
36 46 90
36 47 46
36 48 58
36 49 65
36 50 39
36 51 75
36 52 50
36 53 83
36 54 82
36 55 44
36 56 15
36 57 78
36 58 91
36 59 5
36 60 66
36 61 5
36 62 95
36 63 38
36 64 51
36 65 71
36 66 72
36 67 51
36 68 15
36 69 83
36 70 14
36 71 25
36 72 1
36 73 80
36 74 47
36 75 50
36 76 12
36 77 65
36 78 50
36 79 38
36 80 24
36 81 8
36 82 39
36 83 73
36 84 79
36 85 83
36 86 4
36 87 54
36 88 62
36 89 17
36 90 16
36 91 4
36 92 47
36 93 80
36 94 61
36 95 46
36 96 71
36 97 31
36 98 10
36 99 12
37 38 23
37 39 2
37 40 32
37 41 42
37 42 34
37 43 90
37 44 33
37 45 91
37 46 9
37 47 33
37 48 19
37 49 36
37 50 36
37 51 93
37 52 90
37 53 12
37 54 37
37 55 19
37 56 74
37 57 17
37 58 1
37 59 21
37 60 95
37 61 36
37 62 87
37 63 59
37 64 41
37 65 27
37 66 81
37 67 43
37 68 9
37 69 92
37 70 6
37 71 94
37 72 30
37 73 67
37 74 79
37 75 80
37 76 11
37 77 34
37 78 59
37 79 95
37 80 35
37 81 30
37 82 40
37 83 8
37 84 11
37 85 72
37 86 9
37 87 26
37 88 22
37 89 76
37 90 20
37 91 24
37 92 30
37 93 27
37 94 29
37 95 59
37 96 87
37 97 70
37 98 9
37 99 25
38 39 96
38 40 80
38 41 58
38 42 12
38 43 21
38 44 98
38 45 52
38 46 52
38 47 87
38 48 32
38 49 36
38 50 12
38 51 86
38 52 49
38 53 70
38 54 19
38 55 24
38 56 30
38 57 9
38 58 25
38 59 68
38 60 60
38 61 58
38 62 58
38 63 13
38 64 48
38 65 12
38 66 34
38 67 93
38 68 50
38 69 42
38 70 46
38 71 79
38 72 46
38 73 77
38 74 30
38 75 62
38 76 90
38 77 96
38 78 44
38 79 84
38 80 64
38 81 25
38 82 58
38 83 88
38 84 27
38 85 7
38 86 25
38 87 28
38 88 18
38 89 22
38 90 75
38 91 63
38 92 61
38 93 34
38 94 79
38 95 23
38 96 83
38 97 76
38 98 69
38 99 74
39 40 60
39 41 73
39 42 98
39 43 28
39 44 41
39 45 82
39 46 61
39 47 10
39 48 57
39 49 33
39 50 39
39 51 71
39 52 2
39 53 9
39 54 71
39 55 55
39 56 55
39 57 88
39 58 33
39 59 27
39 60 18
39 61 26
39 62 83
39 63 20
39 64 54
39 65 83
39 66 8
39 67 46
39 68 47
39 69 19
39 70 10
39 71 73
39 72 100
39 73 95
39 74 87
39 75 12
39 76 16
39 77 69
39 78 40
39 79 12
39 80 82
39 81 85
39 82 61
39 83 28
39 84 23
39 85 81
39 86 74
39 87 49
39 88 79
39 89 1
39 90 89
39 91 6
39 92 47
39 93 52
39 94 13
39 95 35
39 96 5
39 97 38
39 98 17
39 99 90
40 41 50
40 42 68
40 43 48
40 44 97
40 45 20
40 46 70
40 47 31
40 48 46
40 49 28
40 50 13
40 51 15
40 52 36
40 53 67
40 54 39
40 55 6
40 56 31
40 57 57
40 58 36
40 59 69
40 60 91
40 61 64
40 62 26
40 63 14
40 64 95
40 65 61
40 66 61
40 67 60
40 68 27
40 69 57
40 70 56
40 71 21
40 72 21
40 73 35
40 74 43
40 75 8
40 76 55
40 77 27
40 78 22
40 79 31
40 80 3
40 81 88
40 82 78
40 83 41
40 84 9
40 85 20
40 86 38
40 87 13
40 88 62
40 89 1
40 90 12
40 91 97
40 92 48
40 93 40
40 94 54
40 95 61
40 96 41
40 97 51
40 98 69
40 99 45
41 42 34
41 43 6
41 44 56
41 45 6
41 46 49
41 47 85
41 48 48
41 49 85
41 50 60
41 51 54
41 52 87
41 53 61
41 54 42
41 55 5
41 56 39
41 57 12
41 58 98
41 59 23
41 60 29
41 61 14
41 62 75
41 63 98
41 64 95
41 65 58
41 66 90
41 67 25
41 68 46
41 69 100
41 70 72
41 71 42
41 72 70
41 73 94
41 74 90
41 75 24
41 76 86
41 77 1
41 78 92
41 79 24
41 80 89
41 81 14
41 82 30
41 83 76
41 84 27
41 85 96
41 86 4
41 87 31
41 88 54
41 89 38
41 90 25
41 91 38
41 92 25
41 93 27
41 94 61
41 95 76
41 96 75
41 97 63
41 98 12
41 99 14
42 43 99
42 44 54
42 45 85
42 46 45
42 47 14
42 48 76
42 49 95
42 50 15
42 51 47
42 52 44
42 53 100
42 54 38
42 55 86
42 56 8
42 57 88
42 58 10
42 59 2
42 60 87
42 61 25
42 62 68
42 63 71
42 64 98
42 65 6
42 66 40
42 67 54
42 68 42
42 69 56
42 70 71
42 71 49
42 72 23
42 73 42
42 74 60
42 75 72
42 76 57
42 77 81
42 78 53
42 79 34
42 80 62
42 81 21
42 82 13
42 83 95
42 84 69
42 85 64
42 86 59
42 87 69
42 88 18
42 89 82
42 90 4
42 91 56
42 92 8
42 93 15
42 94 58
42 95 58
42 96 21
42 97 64
42 98 77
42 99 44
43 44 40
43 45 52
43 46 61
43 47 6
43 48 5
43 49 81
43 50 40
43 51 8
43 52 12
43 53 65
43 54 89
43 55 41
43 56 19
43 57 45
43 58 76
43 59 24
43 60 66
43 61 31
43 62 74
43 63 28
43 64 97
43 65 97
43 66 50
43 67 11
43 68 36
43 69 44
43 70 52
43 71 100
43 72 44
43 73 31
43 74 7
43 75 43
43 76 79
43 77 23
43 78 15
43 79 71
43 80 1
43 81 1
43 82 26
43 83 58
43 84 49
43 85 85
43 86 16
43 87 73
43 88 88
43 89 91
43 90 7
43 91 11
43 92 30
43 93 82
43 94 41
43 95 93
43 96 87
43 97 39
43 98 37
43 99 20
44 45 1
44 46 1
44 47 53
44 48 46
44 49 25
44 50 66
44 51 47
44 52 87
44 53 100
44 54 48
44 55 15
44 56 85
44 57 47
44 58 29
44 59 81
44 60 2
44 61 76
44 62 2
44 63 94
44 64 20
44 65 96
44 66 42
44 67 86
44 68 1
44 69 92
44 70 67
44 71 85
44 72 68
44 73 95
44 74 99
44 75 93
44 76 4
44 77 86
44 78 86
44 79 38
44 80 54
44 81 9
44 82 67
44 83 68
44 84 84
44 85 58
44 86 89
44 87 73
44 88 26
44 89 23
44 90 69
44 91 49
44 92 95
44 93 90
44 94 61
44 95 28
44 96 28
44 97 97
44 98 57
44 99 46
45 46 27
45 47 63
45 48 84
45 49 5
45 50 71
45 51 33
45 52 83
45 53 83
45 54 85
45 55 69
45 56 49
45 57 13
45 58 74
45 59 100
45 60 90
45 61 84
45 62 39
45 63 62
45 64 1
45 65 89
45 66 8
45 67 68
45 68 73
45 69 77
45 70 12
45 71 88
45 72 39
45 73 47
45 74 29
45 75 59
45 76 36
45 77 8
45 78 98
45 79 88
45 80 44
45 81 13
45 82 10
45 83 78
45 84 22
45 85 9
45 86 68
45 87 2
45 88 34
45 89 67
45 90 62
45 91 40
45 92 76
45 93 40
45 94 54
45 95 71
45 96 77
45 97 14
45 98 98
45 99 100
46 47 10
46 48 56
46 49 2
46 50 30
46 51 28
46 52 66
46 53 72
46 54 6
46 55 84
46 56 1
46 57 90
46 58 60
46 59 67
46 60 2
46 61 96
46 62 75
46 63 3
46 64 76
46 65 13
46 66 26
46 67 12
46 68 30
46 69 46
46 70 82
46 71 16
46 72 58
46 73 97
46 74 67
46 75 9
46 76 36
46 77 99
46 78 67
46 79 13
46 80 63
46 81 72
46 82 40
46 83 79
46 84 47
46 85 53
46 86 71
46 87 43
46 88 12
46 89 64
46 90 14
46 91 57
46 92 85
46 93 30
46 94 67
46 95 13
46 96 9
46 97 32
46 98 99
46 99 81
47 48 5
47 49 43
47 50 93
47 51 87
47 52 45
47 53 21
47 54 73
47 55 47
47 56 68
47 57 3
47 58 72
47 59 5
47 60 99
47 61 95
47 62 70
47 63 79
47 64 5
47 65 59
47 66 47
47 67 60
47 68 87
47 69 97
47 70 3
47 71 39
47 72 18
47 73 84
47 74 49
47 75 100
47 76 52
47 77 3
47 78 30
47 79 65
47 80 70
47 81 80
47 82 3
47 83 45
47 84 95
47 85 81
47 86 44
47 87 85
47 88 57
47 89 6
47 90 21
47 91 60
47 92 60
47 93 84
47 94 70
47 95 96
47 96 17
47 97 66
47 98 63
47 99 3
48 49 79
48 50 25
48 51 65
48 52 100
48 53 52
48 54 75
48 55 30
48 56 82
48 57 76
48 58 10
48 59 90
48 60 59
48 61 75
48 62 8
48 63 46
48 64 69
48 65 46
48 66 60
48 67 11
48 68 30
48 69 24
48 70 42
48 71 63
48 72 53
48 73 50
48 74 15
48 75 31
48 76 64
48 77 30
48 78 66
48 79 70
48 80 1
48 81 27
48 82 54
48 83 60
48 84 87
48 85 51
48 86 35
48 87 74
48 88 3
48 89 66
48 90 97
48 91 8
48 92 30
48 93 3
48 94 14
48 95 79
48 96 86
48 97 15
48 98 74
48 99 29
49 50 83
49 51 67
49 52 61
49 53 100
49 54 62
49 55 99
49 56 62
49 57 73
49 58 11
49 59 18
49 60 35
49 61 22
49 62 90
49 63 36
49 64 19
49 65 38
49 66 3
49 67 53
49 68 17
49 69 86
49 70 77
49 71 93
49 72 26
49 73 73
49 74 32
49 75 63
49 76 71
49 77 99
49 78 2
49 79 51
49 80 23
49 81 47
49 82 76
49 83 37
49 84 57
49 85 68
49 86 88
49 87 5
49 88 89
49 89 63
49 90 75
49 91 66
49 92 54
49 93 55
49 94 42
49 95 2
49 96 22
49 97 6
49 98 44
49 99 41
50 51 49
50 52 100
50 53 26
50 54 74
50 55 74
50 56 27
50 57 24
50 58 9
50 59 95
50 60 67
50 61 15
50 62 92
50 63 40
50 64 67
50 65 40
50 66 68
50 67 66
50 68 52
50 69 15
50 70 69
50 71 1
50 72 96
50 73 76
50 74 20
50 75 43
50 76 52
50 77 77
50 78 84
50 79 49
50 80 16
50 81 72
50 82 14
50 83 2
50 84 76
50 85 36
50 86 43
50 87 62
50 88 18
50 89 53
50 90 83
50 91 21
50 92 38
50 93 67
50 94 34
50 95 86
50 96 94
50 97 95
50 98 79
50 99 28
51 52 43
51 53 82
51 54 43
51 55 93
51 56 19
51 57 9
51 58 34
51 59 20
51 60 15
51 61 78
51 62 57
51 63 18
51 64 75
51 65 68
51 66 14
51 67 97
51 68 48
51 69 48
51 70 18
51 71 64
51 72 76
51 73 31
51 74 1
51 75 67
51 76 81
51 77 49
51 78 19
51 79 42
51 80 65
51 81 58
51 82 55
51 83 51
51 84 7
51 85 20
51 86 84
51 87 20
51 88 73
51 89 34
51 90 5
51 91 92
51 92 80
51 93 44
51 94 52
51 95 1
51 96 58
51 97 98
51 98 35
51 99 48
52 53 86
52 54 84
52 55 49
52 56 13
52 57 58
52 58 56
52 59 27
52 60 38
52 61 61
52 62 61
52 63 64
52 64 85
52 65 6
52 66 23
52 67 12
52 68 65
52 69 92
52 70 88
52 71 97
52 72 28
52 73 58
52 74 78
52 75 96
52 76 81
52 77 26
52 78 12
52 79 83
52 80 61
52 81 80
52 82 58
52 83 67
52 84 26
52 85 2
52 86 87
52 87 76
52 88 22
52 89 3
52 90 40
52 91 9
52 92 13
52 93 62
52 94 63
52 95 79
52 96 59
52 97 53
52 98 44
52 99 78
53 54 11
53 55 69
53 56 74
53 57 8
53 58 99
53 59 67
53 60 15
53 61 59
53 62 83
53 63 81
53 64 50
53 65 68
53 66 36
53 67 22
53 68 89
53 69 76
53 70 19
53 71 79
53 72 44
53 73 10
53 74 92
53 75 80
53 76 54
53 77 59
53 78 66
53 79 6
53 80 79
53 81 27
53 82 2
53 83 87
53 84 4
53 85 57
53 86 75
53 87 36
53 88 61
53 89 17
53 90 85
53 91 20
53 92 1
53 93 5
53 94 40
53 95 64
53 96 34
53 97 33
53 98 41
53 99 35
54 55 28
54 56 87
54 57 15
54 58 98
54 59 32
54 60 41
54 61 26
54 62 83
54 63 28
54 64 35
54 65 49
54 66 62
54 67 42
54 68 33
54 69 94
54 70 6
54 71 72
54 72 1
54 73 93
54 74 20
54 75 58
54 76 6
54 77 30
54 78 43
54 79 80
54 80 72
54 81 90
54 82 94
54 83 41
54 84 88
54 85 4
54 86 100
54 87 15
54 88 30
54 89 93
54 90 14
54 91 15
54 92 53
54 93 80
54 94 84
54 95 67
54 96 44
54 97 88
54 98 77
54 99 32
55 56 52
55 57 42
55 58 10
55 59 57
55 60 8
55 61 61
55 62 16
55 63 92
55 64 34
55 65 94
55 66 86
55 67 61
55 68 96
55 69 6
55 70 8
55 71 60
55 72 39
55 73 100
55 74 37
55 75 76
55 76 22
55 77 3
55 78 39
55 79 36
55 80 73
55 81 92
55 82 33
55 83 76
55 84 56
55 85 91
55 86 25
55 87 44
55 88 51
55 89 16
55 90 46
55 91 2
55 92 38
55 93 2
55 94 75
55 95 97
55 96 4
55 97 8
55 98 19
55 99 19
56 57 20
56 58 33
56 59 78
56 60 35
56 61 12
56 62 70
56 63 83
56 64 89
56 65 69
56 66 76
56 67 61
56 68 26
56 69 99
56 70 25
56 71 62
56 72 49
56 73 76
56 74 91
56 75 79
56 76 99
56 77 47
56 78 21
56 79 34
56 80 56
56 81 5
56 82 30
56 83 23
56 84 44
56 85 81
56 86 2
56 87 16
56 88 82
56 89 2
56 90 54
56 91 66
56 92 26
56 93 93
56 94 88
56 95 90
56 96 39
56 97 52
56 98 42
56 99 83
57 58 54
57 59 55
57 60 71
57 61 36
57 62 81
57 63 31
57 64 9
57 65 34
57 66 27
57 67 76
57 68 69
57 69 28
57 70 23
57 71 12
57 72 19
57 73 53
57 74 37
57 75 46
57 76 40
57 77 57
57 78 25
57 79 77
57 80 75
57 81 28
57 82 18
57 83 18
57 84 98
57 85 72
57 86 17
57 87 54
57 88 58
57 89 95
57 90 4
57 91 18
57 92 14
57 93 23
57 94 76
57 95 77
57 96 32
57 97 44
57 98 92
57 99 52
58 59 85
58 60 50
58 61 24
58 62 27
58 63 91
58 64 76
58 65 57
58 66 48
58 67 47
58 68 31
58 69 97
58 70 28
58 71 91
58 72 85
58 73 54
58 74 91
58 75 18
58 76 84
58 77 30
58 78 90
58 79 13
58 80 36
58 81 23
58 82 59
58 83 41
58 84 31
58 85 92
58 86 20
58 87 52
58 88 56
58 89 58
58 90 54
58 91 60
58 92 52
58 93 13
58 94 69
58 95 16
58 96 99
58 97 20
58 98 49
58 99 89
59 60 45
59 61 8
59 62 54
59 63 11
59 64 84
59 65 19
59 66 35
59 67 59
59 68 23
59 69 78
59 70 55
59 71 4
59 72 73
59 73 83
59 74 55
59 75 70
59 76 12
59 77 84
59 78 44
59 79 93
59 80 11
59 81 32
59 82 41
59 83 37
59 84 10
59 85 41
59 86 60
59 87 92
59 88 49
59 89 96
59 90 7
59 91 54
59 92 79
59 93 45
59 94 56
59 95 84
59 96 35
59 97 17
59 98 77
59 99 56
60 61 36
60 62 35
60 63 82
60 64 98
60 65 43
60 66 41
60 67 1
60 68 11
60 69 36
60 70 79
60 71 29
60 72 66
60 73 18
60 74 32
60 75 68
60 76 65
60 77 33
60 78 96
60 79 28
60 80 21
60 81 7
60 82 87
60 83 88
60 84 90
60 85 27
60 86 13
60 87 88
60 88 50
60 89 54
60 90 15
60 91 6
60 92 25
60 93 51
60 94 22
60 95 21
60 96 24
60 97 34
60 98 45
60 99 91
61 62 75
61 63 1
61 64 84
61 65 23
61 66 65
61 67 23
61 68 15
61 69 87
61 70 76
61 71 27
61 72 29
61 73 37
61 74 23
61 75 24
61 76 15
61 77 30
61 78 24
61 79 49
61 80 4
61 81 97
61 82 52
61 83 19
61 84 20
61 85 16
61 86 97
61 87 17
61 88 36
61 89 14
61 90 30
61 91 60
61 92 83
61 93 71
61 94 10
61 95 54
61 96 31
61 97 38
61 98 7
61 99 62
62 63 7
62 64 78
62 65 22
62 66 30
62 67 76
62 68 79
62 69 96
62 70 11
62 71 42
62 72 6
62 73 52
62 74 13
62 75 71
62 76 24
62 77 70
62 78 74
62 79 17
62 80 24
62 81 24
62 82 92
62 83 99
62 84 71
62 85 92
62 86 74
62 87 31
62 88 68
62 89 34
62 90 95
62 91 18
62 92 84
62 93 36
62 94 64
62 95 46
62 96 16
62 97 32
62 98 56
62 99 81
63 64 86
63 65 15
63 66 96
63 67 26
63 68 19
63 69 44
63 70 67
63 71 40
63 72 55
63 73 16
63 74 93
63 75 48
63 76 63
63 77 70
63 78 65
63 79 91
63 80 87
63 81 79
63 82 97
63 83 95
63 84 15
63 85 96
63 86 15
63 87 91
63 88 5
63 89 90
63 90 66
63 91 85
63 92 22
63 93 2
63 94 2
63 95 76
63 96 6
63 97 78
63 98 15
63 99 69
64 65 80
64 66 3
64 67 64
64 68 37
64 69 84
64 70 10
64 71 47
64 72 57
64 73 11
64 74 82
64 75 17
64 76 73
64 77 14
64 78 63
64 79 56
64 80 47
64 81 76
64 82 94
64 83 33
64 84 24
64 85 34
64 86 26
64 87 82
64 88 86
64 89 67
64 90 11
64 91 74
64 92 70
64 93 55
64 94 67
64 95 63
64 96 67
64 97 96
64 98 66
64 99 20
65 66 94
65 67 59
65 68 18
65 69 55
65 70 11
65 71 9
65 72 52
65 73 50
65 74 13
65 75 10
65 76 11
65 77 21
65 78 30
65 79 80
65 80 10
65 81 48
65 82 86
65 83 79
65 84 28
65 85 89
65 86 40
65 87 92
65 88 78
65 89 16
65 90 10
65 91 8
65 92 39
65 93 88
65 94 46
65 95 75
65 96 13
65 97 17
65 98 68
65 99 89
66 67 68
66 68 57
66 69 43
66 70 90
66 71 85
66 72 71
66 73 39
66 74 23
66 75 29
66 76 66
66 77 44
66 78 72
66 79 54
66 80 47
66 81 100
66 82 37
66 83 99
66 84 80
66 85 15
66 86 94
66 87 89
66 88 12
66 89 14
66 90 18
66 91 68
66 92 72
66 93 77
66 94 39
66 95 100
66 96 73
66 97 33
66 98 79
66 99 40
67 68 89
67 69 28
67 70 89
67 71 92
67 72 70
67 73 82
67 74 92
67 75 79
67 76 41
67 77 40
67 78 21
67 79 8
67 80 64
67 81 94
67 82 47
67 83 90
67 84 64
67 85 30
67 86 11
67 87 46
67 88 69
67 89 8
67 90 8
67 91 87
67 92 8
67 93 45
67 94 99
67 95 68
67 96 99
67 97 43
67 98 65
67 99 95
68 69 84
68 70 63
68 71 28
68 72 90
68 73 76
68 74 1
68 75 31
68 76 38
68 77 20
68 78 30
68 79 19
68 80 32
68 81 30
68 82 43
68 83 15
68 84 51
68 85 3
68 86 9
68 87 51
68 88 65
68 89 51
68 90 16
68 91 17
68 92 64
68 93 27
68 94 59
68 95 69
68 96 39
68 97 11
68 98 10
68 99 99
69 70 77
69 71 95
69 72 18
69 73 76
69 74 60
69 75 15
69 76 33
69 77 21
69 78 29
69 79 31
69 80 13
69 81 81
69 82 15
69 83 81
69 84 92
69 85 64
69 86 93
69 87 62
69 88 27
69 89 34
69 90 54
69 91 55
69 92 76
69 93 67
69 94 60
69 95 48
69 96 27
69 97 82
69 98 97
69 99 91
70 71 89
70 72 4
70 73 56
70 74 54
70 75 24
70 76 58
70 77 73
70 78 76
70 79 67
70 80 90
70 81 35
70 82 33
70 83 98
70 84 66
70 85 33
70 86 60
70 87 39
70 88 91
70 89 65
70 90 100
70 91 59
70 92 92
70 93 23
70 94 61
70 95 63
70 96 98
70 97 13
70 98 43
70 99 58
71 72 20
71 73 22
71 74 95
71 75 23
71 76 80
71 77 52
71 78 45
71 79 98
71 80 83
71 81 95
71 82 53
71 83 89
71 84 93
71 85 12
71 86 78
71 87 36
71 88 55
71 89 54
71 90 63
71 91 16
71 92 35
71 93 17
71 94 43
71 95 59
71 96 22
71 97 54
71 98 82
71 99 79
72 73 70
72 74 1
72 75 11
72 76 91
72 77 67
72 78 88
72 79 2
72 80 40
72 81 11
72 82 79
72 83 70
72 84 15
72 85 7
72 86 35
72 87 39
72 88 8
72 89 2
72 90 44
72 91 6
72 92 97
72 93 58
72 94 11
72 95 15
72 96 93
72 97 36
72 98 97
72 99 95
73 74 22
73 75 70
73 76 70
73 77 33
73 78 6
73 79 44
73 80 17
73 81 22
73 82 87
73 83 16
73 84 16
73 85 100
73 86 48
73 87 90
73 88 54
73 89 6
73 90 38
73 91 18
73 92 2
73 93 8
73 94 97
73 95 40
73 96 83
73 97 88
73 98 90
73 99 2
74 75 90
74 76 56
74 77 79
74 78 34
74 79 17
74 80 93
74 81 89
74 82 98
74 83 83
74 84 77
74 85 69
74 86 97
74 87 21
74 88 65
74 89 81
74 90 8
74 91 19
74 92 86
74 93 94
74 94 88
74 95 99
74 96 55
74 97 46
74 98 48
74 99 21
75 76 66
75 77 21
75 78 65
75 79 9
75 80 45
75 81 88
75 82 5
75 83 78
75 84 19
75 85 16
75 86 21
75 87 77
75 88 28
